1.02914e-11,97724.8
1.08912e-11,8916.85
1.1526e-11,11346.7
1.21978e-11,11421.9
1.29087e-11,12660.9
1.36611e-11,15537.7
1.44573e-11,16398.7
1.52999e-11,17384.7
1.61917e-11,20912.7
1.71354e-11,24134.4
1.81341e-11,24950
1.9191e-11,30456.7
2.03095e-11,31618.1
2.14932e-11,38264.7
2.27459e-11,40562.1
2.40717e-11,45336.8
2.54746e-11,54272.4
2.69594e-11,58600.4
2.85307e-11,60772.5
3.01936e-11,72887.2
3.19534e-11,76467.10000000001
3.38157e-11,85461
3.57866e-11,101549
3.78724e-11,111199
4.00797e-11,121713
4.24157e-11,143434
4.48878e-11,157919
4.75041e-11,176474
5.02728e-11,195020
5.32029e-11,222028
5.63037e-11,244044
5.95853e-11,272513
6.30581e-11,312280
6.67334e-11,347760
7.06229e-11,391875
7.4739e-11,432876
7.909510000000001e-11,485770
8.3705e-11,547073
8.85836e-11,609525
9.37466e-11,691105
9.92105e-11,762424
1.04993e-10,855541
1.11112e-10,959844
1.17588e-10,1077110
1.24442e-10,1206910
1.31695e-10,1367760
1.3937e-10,1498720
1.47493e-10,1697800
1.5609e-10,1908620
1.65187e-10,2142910
1.74815e-10,2389260
1.85004e-10,2671600
1.95786e-10,2979680
2.07197e-10,3330980
2.19274e-10,3754340
2.32054e-10,4190330
2.45579e-10,4707280
2.59892e-10,5263250
2.75039e-10,5891450
2.9107e-10,6610850
3.08034e-10,7400870
3.25987e-10,8296080
3.44987e-10,9255930
3.65094e-10,10441400
3.86373e-10,11565600
4.08892e-10,13034500
4.32724e-10,14539100
4.57945e-10,16242000
4.84636e-10,18244600
5.12882e-10,20396700
5.42774e-10,23045700
5.74409e-10,25493300
6.07888e-10,28597000
6.43318e-10,32052000
6.80813e-10,35973700
7.20493e-10,40295400
7.62486e-10,44969400
8.06926e-10,50362500
8.53957e-10,56191700
9.03728e-10,63099600
9.56401e-10,70374700
1.01214e-09,79038900
1.07113e-09,88308900
1.13356e-09,99135400
1.19963e-09,110624000
1.26955e-09,124057000
1.34355e-09,138228000
1.42185e-09,155199000
1.50472e-09,173414000
1.59242e-09,193835000
1.68524e-09,216681000
1.78346e-09,242828000
1.8874e-09,271066000
1.99741e-09,303208000
2.11382e-09,338912000
2.23703e-09,379634000
2.36741e-09,423908000
2.50539e-09,474310000
2.65141e-09,530295000
2.80595e-09,592423000
2.96949e-09,662808000
3.14256e-09,739895000
3.32572e-09,825396000
3.51955e-09,924122000
3.72468e-09,1032180000
3.94177e-09,1152100000
4.17151e-09,1285300000
4.41464e-09,1435680000
4.67194e-09,1604430000
4.94424e-09,1789040000
5.23241e-09,1997940000
5.53737e-09,2229420000
5.86011e-09,2486060000
6.20166e-09,2769230000
6.56312e-09,3089320000
6.94564e-09,3441970000
7.35045e-09,3837690000
7.77886e-09,4273150000
8.232250000000001e-09,4758290000
8.71205e-09,5296570000
9.21982e-09,5897050000
9.75718e-09,6558950000
1.03259e-08,7294720000
1.09277e-08,8106040000
1.15646e-08,9011150000
1.22386e-08,10008800000
1.29519e-08,11112800000
1.37068e-08,12324900000
1.45057e-08,13667000000
1.53512e-08,15147400000
1.62459e-08,16780400000
1.71927e-08,18577200000
1.81948e-08,20550400000
1.92553e-08,22709900000
2.03775e-08,25091300000
2.15652e-08,27694700000
2.28221e-08,30541000000
2.41522e-08,33637200000
2.55599e-08,37031700000
2.70496e-08,40737600000
2.86262e-08,44754800000
3.02946e-08,49108700000
3.20603e-08,53809500000
3.39289e-08,58916000000
3.59064e-08,64410200000
3.79992e-08,70319000000
4.02139e-08,76653400000
4.25577e-08,83424500000
4.50381e-08,90667600000
4.76631e-08,98349200000
5.04411e-08,106492000000
5.33809e-08,115065000000
5.64922e-08,124117000000
5.97847e-08,133559000000
6.326920000000001e-08,143379000000
6.69568e-08,153571000000
7.08593e-08,164049000000
7.498919999999999e-08,174792000000
7.935980000000001e-08,185690000000
8.39852e-08,196683000000
8.88802e-08,207662000000
9.40604e-08,218509000000
9.95426e-08,229082000000
1.05344e-07,239303000000
1.11484e-07,248994000000
1.17982e-07,258000000000
1.24858e-07,266175000000
1.32135e-07,273311000000
1.39837e-07,279332000000
1.47987e-07,283977000000
1.56612e-07,287154000000
1.6574e-07,288763000000
1.754e-07,288662000000
1.85623e-07,286808000000
1.96442e-07,283114000000
2.07891e-07,277623000000
2.20008e-07,270327000000
2.3283e-07,261346000000
2.46401e-07,250808000000
2.60762e-07,238870000000
2.7596e-07,225733000000
2.92044e-07,211687000000
3.09065e-07,197028000000
3.27079e-07,181977000000
3.46142e-07,166886000000
3.66316e-07,151994000000
3.87667e-07,137634000000
4.10261e-07,123980000000
4.34173e-07,111284000000
4.59478e-07,99680600000
4.86258e-07,89282800000
5.14599e-07,80141600000
5.44591e-07,72265200000
5.76332e-07,65620200000
6.09923e-07,60080400000
6.45471e-07,55592800000
6.83092e-07,52005100000
7.22905e-07,49192600000
7.65038e-07,47001600000
8.096269999999999e-07,45337700000
8.56815e-07,44067400000
9.06754e-07,43096600000
9.596019999999999e-07,42375700000
1.01553e-06,41803100000
1.07472e-06,41345800000
1.13736e-06,40997000000
1.20365e-06,40795200000
1.2738e-06,40647700000
1.34804e-06,40477300000
1.42661e-06,40302900000
1.50976e-06,40143300000
1.59775e-06,39998600000
1.69088e-06,39855100000
1.78943e-06,39742300000
1.89372e-06,39618300000
2.00409e-06,39485600000
2.1209e-06,39457100000
2.24451e-06,39434100000
2.37533e-06,39380600000
2.51377e-06,39343300000
2.66029e-06,39295800000
2.81534e-06,39254000000
2.97943e-06,39214000000
3.15308e-06,39187100000
3.33685e-06,39243900000
3.53133e-06,39207200000
3.73715e-06,39304300000
3.95497e-06,39399700000
4.18548e-06,39407300000
4.42942e-06,39421700000
4.68758e-06,39426600000
4.96079e-06,39464900000
5.24993e-06,39565800000
5.55591e-06,39622900000
5.87973e-06,39697300000
6.22242e-06,39739500000
6.58508e-06,39710600000
6.96889e-06,40111400000
7.37506e-06,40549500000
7.8049e-06,40712600000
8.2598e-06,40793800000
8.741209999999999e-06,40663600000
9.25068e-06,41058000000
9.78984e-06,41328700000
1.03604e-05,41442400000
1.09643e-05,41594700000
1.16033e-05,41564200000
1.22796e-05,41688500000
1.29953e-05,42115200000
1.37527e-05,42205800000
1.45543e-05,42425700000
1.54025e-05,42580000000
1.63003e-05,42676500000
1.72503e-05,42955200000
1.82557e-05,43089700000
1.93197e-05,42971800000
2.04457e-05,42926200000
2.16374e-05,44115400000
2.28985e-05,44506300000
2.42331e-05,44347400000
2.56455e-05,44944900000
2.71402e-05,45328800000
2.8722e-05,45466800000
3.0396e-05,45481600000
3.21676e-05,45369400000
3.40425e-05,45322600000
3.60266e-05,45672300000
3.81264e-05,46221400000
4.03485e-05,46629500000
4.27001e-05,46884400000
4.51889e-05,47220600000
4.78226e-05,47414900000
5.06099e-05,47637600000
5.35596e-05,48061600000
5.66813e-05,48164800000
5.99849e-05,48721900000
6.3481e-05,49185600000
6.71809e-05,48987500000
7.10964e-05,49542800000
7.524020000000001e-05,49913900000
7.962550000000001e-05,50034800000
8.42663e-05,50433200000
8.91777e-05,50669700000
9.43753e-05,51036400000
9.98758e-05,51603200000
0.000105697,51358000000
0.000111857,52092600000
0.000118377,52102400000
0.000125276,52623700000
0.000132578,52841000000
0.000140305,53298100000
0.000148482,53519000000
0.000157136,53750600000
0.000166295,54007800000
0.000175987,54324700000
0.000186244,55026100000
0.000197099,54848100000
0.000208587,55305300000
0.000220744,55615500000
0.00023361,55904700000
0.000247225,56403700000
0.000261635,56693200000
0.000276884,56921900000
0.000293021,57368600000
0.0003101,57762600000
0.000328174,57813200000
0.000347301,58046900000
0.000367543,58498700000
0.000388964,58732100000
0.000411634,59045300000
0.000435626,59303300000
0.000461016,59650900000
0.000487886,59912900000
0.000516321,60274700000
0.0005464139999999999,60484200000
0.0005782610000000001,60987900000
0.000611964,60943600000
0.000647632,61585500000
0.0006853780000000001,61765300000
0.000725325,61974200000
0.000767599,62351300000
0.000812337,62656600000
0.000859683,62872400000
0.000909789,63364100000
0.000962815,63740300000
0.00101893,63463300000
0.00107832,63710800000
0.00114117,64185000000
0.00120768,64666700000
0.00127807,64506000000
0.00135256,65215800000
0.00143139,64955300000
0.00151481,65228900000
0.0016031,65593900000
0.00169654,65518600000
0.00179542,65660200000
0.00190006,66191300000
0.0020108,65443600000
0.002128,66162800000
0.00225203,65794600000
0.00238328,65586800000
0.00252219,64416200000
0.00266919,62230000000
0.00282476,61778500000
0.0029894,63117600000
0.00316363,64875600000
0.00334802,66266800000
0.00354315,67093000000
0.00374966,67918400000
0.00396821,68044100000
0.00419949,68607400000
0.00444425,68907000000
0.00470327,69163700000
0.0049774,69642700000
0.0052675,70006500000
0.00557451,68865400000
0.00589941,70012600000
0.00624325,70301100000
0.00660713,70486500000
0.00699221,70745300000
0.00739975,70848000000
0.007831029999999999,70781500000
0.00828745,71106700000
0.008770470000000001,72515800000
0.009281650000000001,69773900000
0.009822610000000001,71221200000
0.0103951,71742000000
0.011001,71948400000
0.0116422,72117800000
0.0123207,72142600000
0.0130388,72239600000
0.0137987,72467100000
0.014603,72605800000
0.0154541,72732900000
0.0163548,72391900000
0.017308,72600100000
0.0183168,72753600000
0.0193844,73149700000
0.0205142,73010500000
0.0217098,73524900000
0.0229751,74317700000
0.0243142,73116100000
0.0257313,68606000000
0.027231,64691500000
0.0288182,70544000000
0.0304978,72332100000
0.0322753,72771300000
0.0341564,72936300000
0.0361472,73222100000
0.038254,72961300000
0.0404836,74402100000
0.0428431,70111400000
0.0453401,68658600000
0.0479827,63720200000
0.0507793,66792900000
0.0537389,72254900000
0.056871,72644300000
0.0601857,72553300000
0.0636935,74183900000
0.0674058,71598300000
0.07133440000000001,71779500000
0.07549210000000001,71718100000
0.079892,70300900000
0.0845484,66819900000
0.08947620000000001,61794900000
0.0946912,58178900000
0.10021,57910100000
0.106051,60330200000
0.112232,62763100000
0.118773,64764100000
0.125696,65827400000
0.133022,65789900000
0.140774,65909800000
0.148979,65366900000
0.157662,64283300000
0.166851,63454400000
0.176576,62400900000
0.186868,61121500000
0.197759,59117400000
0.209285,58029000000
0.221483,57028300000
0.234392,56123400000
0.248053,55370500000
0.26251,55646300000
0.27781,55816400000
0.294002,57117800000
0.311138,59459000000
0.329272,63300500000
0.348463,59955500000
0.368773,51887300000
0.390266,51281700000
0.413012,48464000000
0.437084,41124700000
0.462559,57796600000
0.489519,69787600000
0.51805,73165900000
0.548243,74350900000
0.580197,71612300000
0.614013,54149700000
0.6498,67872200000
0.6876719999999999,75583500000
0.727752,76611200000
0.770168,79588700000
0.815057,71322900000
0.862561,63751800000
0.912834,53926700000
0.966037,45060100000
1.02234,42333900000
1.08193,50294500000
1.14499,59498000000
1.21172,62432500000
1.28234,55056700000
1.35708,57594400000
1.43618,66506500000
1.51988,64241000000
1.60847,58656400000
1.70222,61611100000
1.80143,58751800000
1.90642,47762100000
2.01753,46672900000
2.13512,47483000000
2.25957,48627900000
2.39126,50508800000
2.53063,39147000000
2.67813,32380700000
2.83422,26952100000
2.99941,26219800000
3.17422,23770800000
3.35923,18952200000
3.55501,16926800000
3.76221,15948800000
3.98149,17298400000
4.21354,15955800000
4.45912,12631800000
4.71902,12867100000
4.99406,10962700000
5.28513,9228000000
5.59317,7294150000
5.91916,6177360000
6.26415,5411070000
6.62924,4396050000
7.01562,3300050000
7.42452,2376140000
7.85724,1832200000
8.315189999999999,1314430000
8.79983,981838000
9.312720000000001,717542000
9.85549,483197000
10.4299,331937000
11.0378,221721000
11.6811,137459000
12.3619,91142300
13.0824,56187700
13.8449,33234600
14.6519,18404100
15.5058,10460700
16.4096,5838150
17.366,2823920
18.3781,1399010
19.4493,917957
